Serial,Time,Number,Angle,FA R,FA T,3Beam Tilt,Beam Size,GT shift,Area,Peak Ratio,Parallelism,Absolute Center X,Absolute Center Y,Beam Center X,Beam Center Y,Peak Center X,Peak Center Y,Distance,Beam Shift R(x),Beam Shift T(y),HRim Loc X,HRim Loc Y,VRim Loc X,VRim Loc Y,HRim Value,VRim Value,Error
,15:33:18,0, 0.556,-0.551, 0.071,172.674, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:18,0, 1.152,-1.150, 0.079,176.082, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:18,0, 1.680,-1.677, 0.094,176.775, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:18,0, 0.578,-0.063,-0.575,83.746, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:18,0, 0.590,-0.094,-0.583,80.789, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:18,0, 1.838,-1.756,-0.543,17.193, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:18,0, 0.470,-0.457,-0.110,13.570, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:18,0, 0.789, 0.787, 0.047, 3.434, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:19,0, 0.097, 0.024, 0.094,75.964, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:19,0, 0.844, 0.843, 0.047, 3.209, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:19,0, 0.071, 0.000, 0.071,90.000, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:19,0, 0.556,-0.551, 0.071,172.674, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:19,0, 1.152,-1.150, 0.079,176.082, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:19,0, 1.680,-1.677, 0.094,176.775, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:19,0, 0.578,-0.063,-0.575,83.746, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:19,0, 0.590,-0.094,-0.583,80.789, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:19,0, 1.838,-1.756,-0.543,17.193, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:20,0, 0.470,-0.457,-0.110,13.570, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:20,0, 0.789, 0.787, 0.047, 3.434, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:20,0, 0.097, 0.024, 0.094,75.964, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:20,0, 0.844, 0.843, 0.047, 3.209, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:20,0, 0.071, 0.000, 0.071,90.000, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:20,0, 0.556,-0.551, 0.071,172.674, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:20,0, 1.152,-1.150, 0.079,176.082, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:20,0, 1.680,-1.677, 0.094,176.775, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:20,0, 0.578,-0.063,-0.575,83.746, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:21,0, 0.590,-0.094,-0.583,80.789, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:21,0, 1.838,-1.756,-0.543,17.193, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:21,0, 0.470,-0.457,-0.110,13.570, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:21,0, 0.789, 0.787, 0.047, 3.434, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:21,0, 0.097, 0.024, 0.094,75.964, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:21,0, 0.844, 0.843, 0.047, 3.209, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:21,0, 0.071, 0.000, 0.071,90.000, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:21,0, 0.556,-0.551, 0.071,172.674, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:21,0, 1.152,-1.150, 0.079,176.082, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:21,0, 1.680,-1.677, 0.094,176.775, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:22,0, 0.578,-0.063,-0.575,83.746, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:22,0, 0.590,-0.094,-0.583,80.789, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:22,0, 1.838,-1.756,-0.543,17.193, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:22,0, 0.470,-0.457,-0.110,13.570, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:22,0, 0.789, 0.787, 0.047, 3.434, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:22,0, 0.097, 0.024, 0.094,75.964, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:22,0, 0.844, 0.843, 0.047, 3.209, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:22,0, 0.071, 0.000, 0.071,90.000, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:22,0, 0.556,-0.551, 0.071,172.674, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:23,0, 1.152,-1.150, 0.079,176.082, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:23,0, 1.680,-1.677, 0.094,176.775, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:23,0, 0.578,-0.063,-0.575,83.746, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:23,0, 0.590,-0.094,-0.583,80.789, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:23,0, 1.838,-1.756,-0.543,17.193, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:23,0, 0.470,-0.457,-0.110,13.570, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:23,0, 0.789, 0.787, 0.047, 3.434, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:23,0, 0.097, 0.024, 0.094,75.964, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:23,0, 0.844, 0.843, 0.047, 3.209, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:23,0, 0.071, 0.000, 0.071,90.000, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:24,0, 0.556,-0.551, 0.071,172.674, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:24,0, 1.152,-1.150, 0.079,176.082, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:24,0, 1.680,-1.677, 0.094,176.775, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:24,0, 0.578,-0.063,-0.575,83.746, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:24,0, 0.590,-0.094,-0.583,80.789, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:24,0, 1.838,-1.756,-0.543,17.193, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:24,0, 0.470,-0.457,-0.110,13.570, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:24,0, 0.789, 0.787, 0.047, 3.434, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:24,0, 0.097, 0.024, 0.094,75.964, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:25,0, 0.844, 0.843, 0.047, 3.209, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:25,0, 0.071, 0.000, 0.071,90.000, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:25,0, 0.556,-0.551, 0.071,172.674, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:25,0, 1.152,-1.150, 0.079,176.082, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:25,0, 1.680,-1.677, 0.094,176.775, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:25,0, 0.578,-0.063,-0.575,83.746, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:25,0, 0.590,-0.094,-0.583,80.789, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:25,0, 1.838,-1.756,-0.543,17.193, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:25,0, 0.470,-0.457,-0.110,13.570, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:26,0, 0.789, 0.787, 0.047, 3.434, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:26,0, 0.097, 0.024, 0.094,75.964, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:26,0, 0.844, 0.843, 0.047, 3.209, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:26,0, 0.071, 0.000, 0.071,90.000, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:26,0, 0.556,-0.551, 0.071,172.674, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:26,0, 1.152,-1.150, 0.079,176.082, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:26,0, 1.680,-1.677, 0.094,176.775, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:26,0, 0.578,-0.063,-0.575,83.746, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:26,0, 0.590,-0.094,-0.583,80.789, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:26,0, 1.838,-1.756,-0.543,17.193, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:27,0, 0.470,-0.457,-0.110,13.570, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:27,0, 0.789, 0.787, 0.047, 3.434, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:27,0, 0.097, 0.024, 0.094,75.964, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:27,0, 0.844, 0.843, 0.047, 3.209, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:27,0, 0.071, 0.000, 0.071,90.000, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:27,0, 0.556,-0.551, 0.071,172.674, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:27,0, 1.152,-1.150, 0.079,176.082, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:27,0, 1.680,-1.677, 0.094,176.775, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:27,0, 0.578,-0.063,-0.575,83.746, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:28,0, 0.590,-0.094,-0.583,80.789, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:28,0, 1.838,-1.756,-0.543,17.193, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:28,0, 0.470,-0.457,-0.110,13.570, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:28,0, 0.789, 0.787, 0.047, 3.434, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:28,0, 0.097, 0.024, 0.094,75.964, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:28,0, 0.844, 0.843, 0.047, 3.209, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:28,0, 0.071, 0.000, 0.071,90.000, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:28,0, 0.556,-0.551, 0.071,172.674, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:28,0, 1.152,-1.150, 0.079,176.082, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:29,0, 1.680,-1.677, 0.094,176.775, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:29,0, 0.578,-0.063,-0.575,83.746, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:29,0, 0.590,-0.094,-0.583,80.789, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:29,0, 1.838,-1.756,-0.543,17.193, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:29,0, 0.470,-0.457,-0.110,13.570, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:29,0, 0.789, 0.787, 0.047, 3.434, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:29,0, 0.097, 0.024, 0.094,75.964, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:29,0, 0.844, 0.843, 0.047, 3.209, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:29,0, 0.071, 0.000, 0.071,90.000, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:29,0, 0.556,-0.551, 0.071,172.674, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:30,0, 1.152,-1.150, 0.079,176.082, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:30,0, 1.680,-1.677, 0.094,176.775, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:30,0, 0.578,-0.063,-0.575,83.746, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:30,0, 0.590,-0.094,-0.583,80.789, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:30,0, 1.838,-1.756,-0.543,17.193, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:30,0, 0.470,-0.457,-0.110,13.570, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:30,0, 0.789, 0.787, 0.047, 3.434, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:30,0, 0.097, 0.024, 0.094,75.964, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:30,0, 0.844, 0.843, 0.047, 3.209, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:31,0, 0.071, 0.000, 0.071,90.000, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:31,0, 0.556,-0.551, 0.071,172.674, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:31,0, 1.152,-1.150, 0.079,176.082, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:31,0, 1.680,-1.677, 0.094,176.775, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:31,0, 0.578,-0.063,-0.575,83.746, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:31,0, 0.590,-0.094,-0.583,80.789, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:31,0, 1.838,-1.756,-0.543,17.193, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:31,0, 0.470,-0.457,-0.110,13.570, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:31,0, 0.789, 0.787, 0.047, 3.434, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:31,0, 0.097, 0.024, 0.094,75.964, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:32,0, 0.844, 0.843, 0.047, 3.209, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:32,0, 0.071, 0.000, 0.071,90.000, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:32,0, 0.556,-0.551, 0.071,172.674, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:32,0, 1.152,-1.150, 0.079,176.082, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:32,0, 1.680,-1.677, 0.094,176.775, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:32,0, 0.578,-0.063,-0.575,83.746, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:32,0, 0.590,-0.094,-0.583,80.789, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:32,0, 1.838,-1.756,-0.543,17.193, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:32,0, 0.470,-0.457,-0.110,13.570, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:33,0, 0.789, 0.787, 0.047, 3.434, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:33,0, 0.097, 0.024, 0.094,75.964, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:33,0, 0.844, 0.843, 0.047, 3.209, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:33,0, 0.071, 0.000, 0.071,90.000, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:33,0, 0.556,-0.551, 0.071,172.674, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:33,0, 1.152,-1.150, 0.079,176.082, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:33,0, 1.680,-1.677, 0.094,176.775, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:33,0, 0.578,-0.063,-0.575,83.746, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:33,0, 0.590,-0.094,-0.583,80.789, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:34,0, 1.838,-1.756,-0.543,17.193, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:34,0, 0.470,-0.457,-0.110,13.570, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:34,0, 0.789, 0.787, 0.047, 3.434, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:34,0, 0.097, 0.024, 0.094,75.964, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:34,0, 0.844, 0.843, 0.047, 3.209, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:34,0, 0.071, 0.000, 0.071,90.000, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:34,0, 0.556,-0.551, 0.071,172.674, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:34,0, 1.152,-1.150, 0.079,176.082, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:34,0, 1.680,-1.677, 0.094,176.775, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:34,0, 0.578,-0.063,-0.575,83.746, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:35,0, 0.590,-0.094,-0.583,80.789, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:35,0, 1.838,-1.756,-0.543,17.193, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:35,0, 0.470,-0.457,-0.110,13.570, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:35,0, 0.789, 0.787, 0.047, 3.434, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:35,0, 0.097, 0.024, 0.094,75.964, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:35,0, 0.844, 0.843, 0.047, 3.209, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:35,0, 0.071, 0.000, 0.071,90.000, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:35,0, 0.556,-0.551, 0.071,172.674, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:35,0, 1.152,-1.150, 0.079,176.082, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:36,0, 1.680,-1.677, 0.094,176.775, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:36,0, 0.578,-0.063,-0.575,83.746, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:36,0, 0.590,-0.094,-0.583,80.789, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:36,0, 1.838,-1.756,-0.543,17.193, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:36,0, 0.470,-0.457,-0.110,13.570, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:36,0, 0.789, 0.787, 0.047, 3.434, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:36,0, 0.097, 0.024, 0.094,75.964, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:36,0, 0.844, 0.843, 0.047, 3.209, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:36,0, 0.071, 0.000, 0.071,90.000, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:37,0, 0.556,-0.551, 0.071,172.674, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:37,0, 1.152,-1.150, 0.079,176.082, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:37,0, 1.680,-1.677, 0.094,176.775, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:37,0, 0.578,-0.063,-0.575,83.746, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:37,0, 0.590,-0.094,-0.583,80.789, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:37,0, 1.838,-1.756,-0.543,17.193, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:37,0, 0.470,-0.457,-0.110,13.570, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:37,0, 0.789, 0.787, 0.047, 3.434, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:37,0, 0.097, 0.024, 0.094,75.964, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:37,0, 0.844, 0.843, 0.047, 3.209, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:38,0, 0.071, 0.000, 0.071,90.000, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:38,0, 0.556,-0.551, 0.071,172.674, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:38,0, 1.152,-1.150, 0.079,176.082, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:38,0, 1.680,-1.677, 0.094,176.775, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:38,0, 0.578,-0.063,-0.575,83.746, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:38,0, 0.590,-0.094,-0.583,80.789, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:38,0, 1.838,-1.756,-0.543,17.193, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:38,0, 0.470,-0.457,-0.110,13.570, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:38,0, 0.789, 0.787, 0.047, 3.434, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:39,0, 0.097, 0.024, 0.094,75.964, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:39,0, 0.844, 0.843, 0.047, 3.209, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:39,0, 0.071, 0.000, 0.071,90.000, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:39,0, 0.556,-0.551, 0.071,172.674, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:39,0, 1.152,-1.150, 0.079,176.082, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:39,0, 1.680,-1.677, 0.094,176.775, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:39,0, 0.578,-0.063,-0.575,83.746, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
